country,year,month,lat,lon,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
American Samoa [United States],1970,1,-14.3306,-170.7136,27.17096774193549,30.76129032258066,23.58064516129031,7.732258064516129,0.0,0.0
American Samoa [United States],1970,2,-14.3306,-170.7136,27.605357142857144,30.796428571428578,24.41428571428571,8.05357142857143,0.0,0.0
American Samoa [United States],1970,3,-14.3306,-170.7136,26.71129032258065,30.23225806451613,23.190322580645155,17.716129032258067,0.0,0.0
American Samoa [United States],1970,4,-14.3306,-170.7136,27.213333333333335,30.39666666666667,24.03000000000001,11.496666666666668,0.0,0.0
American Samoa [United States],1970,5,-14.3306,-170.7136,27.341935483870962,30.319354838709682,24.364516129032268,7.193548387096775,0.0,0.0
American Samoa [United States],1970,6,-14.3306,-170.7136,26.63500000000001,29.41666666666666,23.853333333333328,10.29666666666667,0.0,0.0
American Samoa [United States],1970,7,-14.3306,-170.7136,26.424193548387095,28.787096774193532,24.061290322580632,3.8451612903225807,0.0,0.0
American Samoa [United States],1970,8,-14.3306,-170.7136,25.732258064516127,28.11290322580645,23.3516129032258,6.632258064516129,0.0,0.0
American Samoa [United States],1970,9,-14.3306,-170.7136,25.731666666666666,28.413333333333323,23.05,6.510000000000001,0.0,0.0
American Samoa [United States],1970,10,-14.3306,-170.7136,26.548387096774192,29.31290322580644,23.783870967741937,4.66774193548387,0.0,0.0
American Samoa [United States],1970,11,-14.3306,-170.7136,26.381666666666675,29.94333333333334,22.819999999999993,6.75,0.0,0.0
American Samoa [United States],1970,12,-14.3306,-170.7136,25.90967741935484,28.899999999999995,22.919354838709676,21.61290322580646,0.0,0.0
American Samoa [United States],1971,1,-14.3306,-170.7136,26.672580645161283,29.729032258064517,23.61612903225806,9.40967741935484,0.0,0.0
American Samoa [United States],1971,2,-14.3306,-170.7136,26.323214285714283,29.66785714285714,22.978571428571428,12.999999999999996,0.0,0.0
American Samoa [United States],1971,3,-14.3306,-170.7136,26.374193548387098,29.93225806451613,22.816129032258072,6.2935483870967746,0.0,0.0
American Samoa [United States],1971,4,-14.3306,-170.7136,26.243333333333336,29.89333333333333,22.59333333333333,9.913333333333336,0.0,0.0
American Samoa [United States],1971,5,-14.3306,-170.7136,26.216129032258063,29.474193548387085,22.95806451612903,3.916129032258064,0.0,0.0
American Samoa [United States],1971,6,-14.3306,-170.7136,25.801666666666666,28.62333333333332,22.980000000000004,10.190000000000001,0.0,0.0
