,Year,Month,AvgDryBulbTemp_Atlanta,MinDryBulbTemp_Atlanta,MaxDryBulbTemp_Atlanta,DECADE
0,1948,1,276.047252090801,261.4833333333333,292.0388888888889,1940
1,1948,2,281.61024904214577,269.26111111111106,298.15,1940
2,1948,3,286.0972819593791,271.4833333333333,302.59444444444443,1940
3,1948,4,291.72286354504746,279.26111111111106,302.0388888888889,1940
4,1948,5,294.3620532376258,282.0388888888889,305.92777777777775,1940
5,1948,6,298.62508511296875,287.59444444444443,309.81666666666666,1940
6,1948,7,299.28429041423675,290.92777777777775,309.81666666666666,1940
7,1948,8,297.83820098699005,288.15,309.26111111111106,1940
8,1948,9,294.759567901235,284.81666666666666,304.81666666666666,1940
9,1948,10,288.53605137395556,273.15,299.81666666666666,1940
10,1948,11,285.65928505106825,274.26111111111106,300.3722222222222,1940
11,1948,12,281.6655316606931,267.59444444444443,295.3722222222222,1940
12,1949,1,283.9493120981012,270.3722222222222,298.7055555555555,1940
13,1949,2,283.9973875661378,270.3722222222222,297.59444444444443,1940
14,1949,3,284.82712066905657,269.26111111111106,301.4833333333333,1940
15,1949,4,288.4378086419761,274.81666666666666,301.4833333333333,1940
16,1949,5,294.8181661418504,284.81666666666666,304.81666666666666,1940
17,1949,6,297.0721140472879,289.81666666666666,305.92777777777775,1940
18,1949,7,299.25438163601046,293.15,309.26111111111106,1940
19,1949,8,297.9050776583043,288.7055555555555,306.4833333333333,1940
20,1949,9,294.31975308642,279.81666666666666,305.92777777777775,1940
21,1949,10,292.233781362008,282.0388888888889,300.92777777777775,1940
22,1949,11,283.58132716049414,270.92777777777775,297.0388888888889,1940
23,1949,12,280.5290322580652,269.26111111111106,295.92777777777775,1940
24,1950,1,285.65672043010784,271.4833333333333,297.59444444444443,1950
25,1950,2,283.34841269841303,270.92777777777775,295.92777777777775,1950
26,1950,3,283.1253584229393,271.4833333333333,299.81666666666666,1950
27,1950,4,288.01805555555586,272.0388888888889,301.4833333333333,1950
28,1950,5,295.2781362007171,286.4833333333333,305.3722222222222,1950
29,1950,6,298.06358024691366,288.15,308.15,1950
30,1950,7,297.4680798564394,290.3722222222222,307.0388888888889,1950
31,1950,8,297.1337216248514,288.15,304.81666666666666,1950
32,1950,9,294.64228395061815,282.59444444444443,304.26111111111106,1950
33,1950,10,291.4579450418164,282.0388888888889,302.0388888888889,1950
34,1950,11,281.51265432098774,257.59444444444443,299.81666666666666,1950
35,1950,12,277.64105397684614,265.92777777777775,293.7055555555555,1950
36,1951,1,280.15463586062543,267.0388888888889,293.7055555555555,1950
37,1951,2,281.20720899470916,260.3722222222222,297.59444444444443,1950
38,1951,3,284.78978494623686,270.92777777777775,299.81666666666666,1950
39,1951,4,288.6731030752592,275.3722222222222,302.59444444444443,1950
40,1951,5,294.18419952210303,281.4833333333333,305.92777777777775,1950
41,1951,6,297.8760909935007,290.3722222222222,308.7055555555555,1950
42,1951,7,298.9116487455202,290.3722222222222,307.59444444444443,1950
43,1951,8,299.9764635603353,291.4833333333333,308.15,1950
44,1951,9,295.8799382716053,285.92777777777775,308.7055555555555,1950
45,1951,10,291.40866188769417,279.26111111111106,305.3722222222222,1950
46,1951,11,281.33750000000003,269.26111111111106,294.81666666666666,1950
47,1951,12,281.2040621266429,262.0388888888889,295.92777777777775,1950
48,1952,1,282.7415471923537,264.81666666666666,296.4833333333333,1950
49,1952,2,282.2001277139215,272.0388888888889,297.0388888888889,1950
50,1952,3,283.8914874551974,272.59444444444443,298.7055555555555,1950
